基金代码,   基金名称, 基金简称,        日期,	单位净值,	累计净值,	日增长率,	近1周,	近1月,	近3月,	近6月,	近1年,	近2年,	近3年,	今年来,	成立来,自定义
519191,万家新利灵活配置混合,WJXLLHPZHH,2022-04-13,1.4127,1.7753,3.53,1.05,12.83,26.59,24.14,29.50,41.71,24.51,32.50,97.65,2014-01-24,1,25.7472,0.60%,0.06%,1,0.06%,1,38.63
004685,金元顺安元启灵活配置混合,JYSAYQLHPZHH,2022-04-13,2.8379,2.8379,-1.27,-2.50,2.83,5.71,24.07,46.79,119.18,158.25,9.43,183.79,2017-11-14,1,45.2144,1.50%,0.15%,1,0.15%,1,
161815,银华抗通胀主题,YHKTZZT,2022-04-12,0.74,0.74,3.21,2.35,2.92,22.72,23.54,47.70,89.26,54.81,28.25,-26,2010-12-06,1,43.1138,1.60%,0.16%,1,0.16%,1,58.12
378546,上投摩根全球天然资源混合,STMGQQTRZYHH,2022-04-12,0.9735,0.9735,1.13,-0.59,6.16,12.27,21.86,28.04,76.04,32.63,22.07,-2.65,2012-03-26,1,26.6079,1.60%,0.16%,1,0.16%,1,43.58
005851,财通新视野灵活配置混合A,CTXSYLHPZHHA,2022-04-13,1.8911,1.8911,-3.17,-7.53,0.75,4.10,16.93,10.35,64.69,73.62,3.44,89.11,2018-06-25,1,14.0891,1.50%,0.15%,1,0.15%,1,
005959,财通新视野灵活配置混合C,CTXSYLHPZHHC,2022-04-13,1.8343,1.8343,-3.17,-7.54,0.67,3.90,16.46,9.46,62.08,69.50,3.21,83.43,2018-06-25,1,13.1940,,0.00%,,,,
501015,财通多策略升级混合(LOF)A,CTDCLSJHHLOFA,2022-04-13,1.1450,1.1450,-3.21,-7.74,0.88,2.78,15.89,12.04,34.71,34.07,1.87,14.50,2016-03-09,1,16.4694,1.50%,0.15%,1,0.15%,1,7.71
168204,中融中证煤炭指数(LOF),ZRZZMTZSLOF,2022-04-13,1.7960,1.7960,3.70,4.12,8.06,21.11,14.69,79.78,150.55,82.33,23.78,35.90,2015-06-25,1,68.9891,,0.00%,,,,63.99
008279,国泰中证煤炭ETF联接A,GTZZMTETFLJA,2022-04-13,1.9897,2.2897,3.66,4.12,8.79,21.93,14.49,76.02,150.50,,24.67,135.75,2020-01-16,1,65.2371,1.00%,0.10%,1,0.10%,1,
161032,富国中证煤炭指数(LOF)A,FGZZMTZSLOFA,2022-04-13,1.9270,1.3430,3.71,4.22,8.32,21.35,14.36,72.52,150.05,94.82,24.24,34.26,2015-06-19,1,61.9298,,0.00%,,,,88.23
008280,国泰中证煤炭ETF联接C,GTZZMTETFLJC,2022-04-13,1.9748,2.2748,3.66,4.11,8.76,21.84,14.31,75.52,149.07,,24.57,134.23,2020-01-16,1,64.7480,,0.00%,,,,
013275,富国中证煤炭指数(LOF)C,FGZZMTZSLOFC,2022-04-13,1.9250,1.9250,3.72,4.22,8.27,21.30,14.31,,,,24.11,28.42,2021-08-19,1,23.015344,,0.00%,,,,
006624,中泰玉衡价值优选混合,ZTYHJZYXHH,2022-04-13,2.1803,2.1803,-0.04,-0.93,7.69,4.85,12.71,31.22,121.22,110.39,6.57,118.03,2019-03-20,1,30.3215,1.50%,0.15%,1,0.15%,1,
006567,中泰星元灵活配置混合A,ZTXYLHPZHHA,2022-04-13,2.4673,2.4673,0.02,-0.88,7.63,5.04,12.40,30.12,111.75,107.67,6.68,146.73,2018-12-05,1,29.1547,1.50%,0.15%,1,0.15%,1,
003304,前海开源沪港深核心资源混合A,QHKYHGSHXZYHHA,2022-04-13,3.0930,3.1230,0.85,5.17,3.27,12.07,12.27,58.45,106.89,160.62,12.72,217.44,2016-10-17,1,53.9166,1.50%,0.15%,1,0.15%,1,209.70
003305,前海开源沪港深核心资源混合C,QHKYHGSHXZYHHC,2022-04-13,3.0740,3.1040,0.85,5.20,3.26,12.07,12.27,58.37,106.45,159.68,12.72,215.51,2016-10-17,1,53.8107,1.50%,0.00%,,0.00%,0,208.12
012940,中泰星元灵活配置混合C,ZTXYLHPZHHC,2022-04-13,2.4607,2.4607,0.02,-0.88,7.60,4.94,12.19,,,,6.57,21.87,2021-07-19,1,21.879952,,0.00%,,,,
519918,华夏兴和混合,HXXHHH,2022-04-13,4.1590,6.2810,-0.91,-5.18,0.17,-7.60,12.16,64.52,176.90,173.98,-11.09,315.90,2014-05-30,1,68.2946,1.50%,0.15%,1,0.15%,1,166.60
010084,蜂巢丰瑞债券A,FCFRZQA,2022-04-13,1.4030,1.6320,0.06,0.06,0.36,0.56,11.63,,,,0.69,63.30,2021-04-29,1,63.205414,0.60%,0.06%,1,0.06%,1,
010085,蜂巢丰瑞债券C,FCFRZQC,2022-04-13,1.3589,1.5589,0.05,0.05,0.34,0.54,11.51,,,,0.67,55.96,2021-04-29,1,55.8837,,0.00%,,,,
240004,华宝动力组合,HBDLZH,2022-04-13,2.9126,5.4226,0.62,-2.44,6.11,3.61,10.64,42.53,85.54,101.22,3.09,1234.11,2005-11-17,1,43.3861,1.50%,0.15%,1,0.15%,1,82.14
160416,华安标普全球石油指数(LOF)A,HABPQQSYZSLOFA,2022-04-12,1.2510,1.2910,1.30,1.21,6.29,5.48,10.41,34.23,62.26,20.64,16.05,30.01,2012-03-29,1,32.5107,1.20%,0.12%,1,0.12%,1,28.57
050020,博时抗通胀增强回报,BSKTZZQHB,2022-04-12,0.4280,0.4280,1.42,1.66,1.18,8.91,10.31,12.93,7.81,-20.59,11.17,-57.20,2011-04-25,1,11.3456,1.50%,0.15%,1,0.15%,1,-19.55
001480,财通成长优选混合,CTCZYXHH,2022-04-13,2.4980,2.4980,-2.65,-4,2.84,5.94,10.24,32.03,83.68,164.62,7.35,149.80,2015-06-29,1,31.5429,1.50%,0.15%,1,0.15%,1,186.47
008809,安信民稳增长混合A,AXMWZZHHA,2022-04-13,1.3103,1.3403,0.49,-0.58,5.70,4.51,10.11,20.95,33.89,,8.59,34.66,2020-01-14,1,20.1609,0.80%,0.08%,1,0.08%,1,
161724,招商中证煤炭等权指数(LOF)A,ZSZZMTDQZSLOFA,2022-04-13,1.8321,1.3012,4.16,3.91,7.32,19.69,9.99,70.16,155.35,86.03,23.36,38.56,2015-05-20,1,57.6261,1.00%,0.10%,1,0.10%,1,77.20
003175,华泰柏瑞多策略混合A,HTBRDCLHHA,2022-04-13,1.8855,1.8855,-0.66,1,0.39,-0.65,9.99,43.18,62.59,42.95,0.80,88.55,2016-09-29,1,39.2665,1.50%,0.15%,1,0.15%,1,77.53
013596,招商中证煤炭等权指数(LOF)C,ZSZZMTDQZSLOFC,2022-04-13,1.8311,1.8311,4.16,3.92,7.31,19.66,9.94,,,,23.33,-7.39,2021-09-13,1,-11.925956,,0.00%,,,,
008810,安信民稳增长混合C,AXMWZZHHC,2022-04-13,1.2984,1.3284,0.49,-0.58,5.66,4.41,9.89,20.47,32.82,,8.47,33.46,2020-01-14,1,19.6742,,0.00%,,,,
000218,国泰黄金ETF联接A,GTHJETFLJA,2022-04-13,1.4892,1.4892,0.40,2.21,-0.37,7.80,9.71,9.76,6.94,39.58,7.93,48.92,2016-04-13,1,7.8953,0.70%,0.07%,1,0.07%,1,36.21
004253,国泰黄金ETF联接C,GTHJETFLJC,2022-04-13,1.4762,1.4762,0.41,2.21,-0.40,7.70,9.52,9.37,6.20,38.20,7.82,37.64,2017-05-02,1,7.5255,,0.00%,,,,
004475,华泰柏瑞富利混合A,HTBRFLHHA,2022-04-13,1.6998,1.6998,-0.67,0.99,0.28,-0.84,9.49,45.28,96.87,75.93,0.11,69.98,2017-09-12,1,41.1354,1.50%,0.15%,1,0.15%,1,
160719,嘉实黄金,JSHJ,2022-04-12,0.94,0.94,1.18,2.73,0.11,7.43,9.18,7.92,1.40,33.71,7.43,-6,2011-08-04,1,6.6590,0.80%,0.08%,1,0.08%,1,27.20
001656,农银中国优势灵活配置混合,NYZGYSLHPZHH,2022-04-13,2.3507,2.3507,-0.73,-5.22,-0.50,-6.21,9.13,22.33,112.69,134.91,-13.07,135.07,2017-06-08,1,23.1757,1.50%,0.15%,1,0.15%,1,
000216,华安黄金易ETF联接A,HAHJYETFLJA,2022-04-13,1.4502,1.4502,0.41,2.16,-0.53,7.14,9.08,9.22,6.58,39.64,7.26,45.02,2013-08-22,1,7.3808,0.60%,0.06%,1,0.06%,1,35.79
320013,诺安全球黄金,NAQQHJ,2022-04-12,1.0760,1.1610,1.03,2.57,0.09,7.28,9.02,7.92,1.89,35.52,7.49,16.44,2011-01-13,1,6.8205,0.80%,0.08%,1,0.08%,1,29.33
164701,汇添富黄金及贵金属,HTFHJJGJS,2022-04-12,0.8030,0.8030,0.88,2.29,0.25,6.92,8.96,7.64,1.39,34.06,6.78,-19.70,2011-08-31,1,6.7024,0.80%,0.08%,1,0.08%,1,26.06
000307,易方达黄金ETF联接A,YFDHJETFLJA,2022-04-13,1.3838,1.3838,0.41,2.19,-0.45,7.09,8.95,9.08,6.74,38.75,7.21,38.38,2016-05-26,1,7.2490,0.70%,0.07%,1,0.07%,1,35.20
002610,博时黄金ETF联接A,BSHJETFLJA,2022-04-13,1.3907,1.3907,0.40,2.15,-0.43,7.11,8.94,9.21,6.99,39.63,7.22,39.07,2016-05-27,1,7.4005,0.60%,0.06%,1,0.06%,1,37.29
000991,工银战略转型股票A,GYZLZXGPA,2022-04-13,3.9010,3.9010,-0.36,-2.82,3.78,-1.56,8.91,19.66,148.47,204.29,-0.43,290.10,2015-02-16,1,20.1340,1.50%,0.15%,1,0.15%,1,291.67
720001,财通价值动量混合,CTJZDLHH,2022-04-13,5.0030,5.4740,-2.63,-4.14,3.39,4.64,8.90,31.90,85.99,169.99,5.33,562.87,2011-12-01,1,31.5941,1.50%,0.15%,1,0.15%,1,203.46
000217,华安黄金易ETF联接C,HAHJYETFLJC,2022-04-13,1.4316,1.4316,0.40,2.15,-0.58,7.04,8.88,8.83,5.84,38.53,7.15,43.16,2013-08-22,1,7.0130,,0.00%,,,,34.59
007178,浙商中华预期高股息A,ZSZHYQGGXA,2022-04-13,1.3118,1.3118,1.94,-1.23,7.68,3.88,8.85,19.48,47.91,,10.37,31.18,2019-10-30,1,16.4658,1.20%,0.12%,1,0.12%,1,
009033,建信上海金ETF联接A,JXSHJETFLJA,2022-04-13,0.9857,0.9857,0.39,2.09,-0.29,7.06,8.83,8.71,,,7.16,-1.43,2020-08-05,1,6.6914,1.50%,0.15%,1,0.15%,1,
000369,广发全球医疗保健(QDII),GFQQYLBJQDII,2022-04-12,2.0170,2.1270,-0.88,1.56,8.44,2.86,8.79,13.06,25.59,40.95,-0.10,121.93,2013-12-10,1,14.0695,1.30%,0.13%,1,0.13%,1,61.49
002963,易方达黄金ETF联接C,YFDHJETFLJC,2022-04-13,1.3613,1.3613,0.41,2.18,-0.49,6.99,8.76,8.70,6,37.49,7.10,32.89,2016-07-01,1,6.8752,,0.00%,,,,33.34
002611,博时黄金ETF联接C,BSHJETFLJC,2022-04-13,1.3610,1.3610,0.40,2.14,-0.46,7.01,8.74,8.83,6.25,38.16,7.11,36.10,2016-05-27,1,7.0278,,0.00%,,,,34.90
007216,浙商中华预期高股息C,ZSZHYQGGXC,2022-04-13,1.3010,1.3010,1.94,-1.24,7.65,3.80,8.67,19.08,46.91,,10.26,30.10,2019-10-30,1,16.0763,,0.00%,,,,
008986,广发上海金ETF联接A,GFSHJETFLJA,2022-04-13,0.9392,0.9392,0.37,2.08,-0.39,6.97,8.63,8.52,,,7.01,-6.08,2020-08-05,1,6.5048,0.60%,0.06%,1,0.06%,1,
011473,工银战略转型股票C,GYZLZXGPC,2022-04-13,3.8790,3.8790,-0.36,-2.83,3.72,-1.70,8.63,19.02,,,-0.56,20.65,2021-02-05,1,19.5003,,0.00%,,,,
001719,工银国家战略股票,GYGJZLGP,2022-04-13,2.5330,2.5330,2.05,-1.48,7.19,4.89,8.62,44.17,90.59,138.06,2.80,153.30,2016-01-29,1,43.4758,1.50%,0.15%,1,0.15%,1,155.34
009034,建信上海金ETF联接C,JXSHJETFLJC,2022-04-13,0.9791,0.9791,0.39,2.09,-0.33,6.96,8.62,8.28,,,7.05,-2.09,2020-08-05,1,6.2603,,0.00%,,,,
008701,华夏黄金ETF联接A,HXHJETFLJA,2022-04-13,0.9639,0.9639,0.39,2.09,-0.46,7.02,8.55,8.50,,,7.08,-3.61,2020-07-16,1,6.7687,0.60%,0.06%,1,0.06%,1,
008114,天弘中证红利低波动100A,THZZHLDBD100A,2022-04-13,1.3206,1.3206,-1.10,-3.58,3.74,0.46,8.51,16.13,48.13,,3.20,32.06,2019-12-10,1,15.2514,1.00%,0.10%,1,0.10%,1,
009504,富国上海金ETF联接A,FGSHJETFLJA,2022-04-13,0.9386,0.9386,0.37,2.13,-0.30,6.88,8.51,8.40,,,6.93,-6.14,2020-07-24,1,6.3995,0.60%,0.06%,1,0.06%,1,
008987,广发上海金ETF联接C,GFSHJETFLJC,2022-04-13,0.9336,0.9336,0.38,2.07,-0.43,6.88,8.44,8.13,,,6.89,-6.64,2020-08-05,1,6.1302,,0.00%,,,,
008142,工银瑞信黄金ETF联接A,GYRXHJETFLJA,2022-04-13,0.9867,0.9867,0.38,2.05,-0.40,6.87,8.42,8.40,,,6.95,-1.33,2020-05-21,1,6.6936,0.60%,0.06%,1,0.06%,1,
008115,天弘中证红利低波动100C,THZZHLDBD100C,2022-04-13,1.3142,1.3142,-1.11,-3.59,3.72,0.41,8.40,15.89,47.53,,3.15,31.42,2019-12-10,1,15.0249,,0.00%,,,,
009477,中银上海金ETF联接A,ZYSHJETFLJA,2022-04-13,1.0001,1.0001,0.37,2.05,-0.37,6.61,8.36,8.35,,,6.69,0.01,2020-09-29,1,6.4024,0.60%,0.06%,1,0.06%,1,
008702,华夏黄金ETF联接C,HXHJETFLJC,2022-04-13,0.9580,0.9580,0.38,2.08,-0.50,6.92,8.36,8.11,,,6.97,-4.20,2020-07-16,1,6.3942,,0.00%,,,,
009505,富国上海金ETF联接C,FGSHJETFLJC,2022-04-13,0.9330,0.9330,0.39,2.13,-0.32,6.80,8.32,8.02,,,6.84,-6.70,2020-07-24,1,6.0255,,0.00%,,,,
009198,前海开源黄金ETF联接,QHKYHJETFLJ,2022-04-13,1.0006,1.0006,0.37,2.04,-0.34,6.49,8.23,7.83,,,6.58,0.06,2020-05-14,1,6.1384,0.60%,0.06%,1,0.06%,1,
008143,工银瑞信黄金ETF联接C,GYRXHJETFLJC,2022-04-13,0.9801,0.9801,0.38,2.03,-0.44,6.78,8.21,8.02,,,6.83,-1.99,2020-05-21,1,6.3327,,0.00%,,,,
009478,中银上海金ETF联接C,ZYSHJETFLJC,2022-04-13,0.9948,0.9948,0.37,2.04,-0.40,6.52,8.19,7.99,,,6.58,-0.52,2020-09-29,1,6.0381,,0.00%,,,,
008477,安信价值驱动三年持有混合,AXJZQDSNCYHH,2022-04-13,1.6470,1.6970,0.65,-1.45,7.24,2.30,8.17,15.79,68.60,,4.50,71.57,2020-01-15,3,15.3755,1.50%,0.15%,1,0.15%,1,
007751,景顺中证红利成长低波动A,JSZZHLCZDBDA,2022-04-13,1.0799,1.1387,-0.63,-2.62,2.76,-2.63,8.13,12.29,24.62,,1.26,14.02,2019-09-06,1,11.8744,1.20%,0.12%,1,0.12%,1,
008731,招商添浩纯债A,ZSTHCZA,2022-04-13,1.0706,1.0706,0.03,0.15,0.61,0.47,8.13,9.28,,,0.59,7.06,2020-09-10,1,9.2366,0.80%,0.08%,1,0.08%,1,
539003,建信富时100指数(QDII)人民币A,JXFS100ZSQDIIRMBA,2022-04-12,0.9185,0.9505,-0.39,0.70,7.06,1.64,8.07,11.98,27.15,2.51,6.04,-5.20,2012-06-26,1,12.4238,1.20%,0.12%,1,0.12%,1,11.20
002377,建信睿怡纯债A,JXRYCZA,2022-04-13,1.0601,1.2163,0.03,0.04,0.26,0.57,8.02,8.38,5.35,9.77,0.72,22.15,2016-02-22,1,8.3510,0.60%,0.06%,1,0.06%,1,19.99
007760,景顺中证红利成长低波动C,JSZZHLCZDBDC,2022-04-13,1.0764,1.1317,-0.63,-2.62,2.74,-2.68,8,12.02,24,,1.19,13.29,2019-09-06,1,11.5954,,0.00%,,,,
008732,招商添浩纯债C,ZSTHCZC,2022-04-13,1.0749,1.0749,0.03,0.14,0.58,0.41,7.99,9.06,,,0.53,7.49,2020-09-10,1,9.0291,,0.00%,,,,
008706,建信富时100指数(QDII)人民币C,JXFS100ZSQDIIRMBC,2022-04-12,0.9145,0.9145,-0.39,0.68,7.02,1.55,7.87,11.58,26.21,,5.94,1.20,2020-01-10,1,12.0181,0.00%,0.00%,,0.00%,0,
001302,前海开源金银珠宝混合A,QHKYJYZBHHA,2022-04-13,1.31,1.31,0.61,5.82,2.26,8.53,7.64,11.11,25.12,45.23,11.11,31,2015-07-09,1,7.0058,1.50%,0.15%,1,0.15%,1,9.62
002207,前海开源金银珠宝混合C,QHKYJYZBHHC,2022-04-13,1.2860,1.2860,0.70,5.84,2.31,8.52,7.62,11.05,24.98,44.82,11.05,28.60,2015-12-02,1,6.8761,1.50%,0.00%,,0.00%,0,9.17
009849,安信稳健聚申一年持有期混合A,AXWJJSYNCYQHHA,2022-04-13,1.1754,1.2266,0.37,-0.36,4.14,3.33,7.57,15.18,,,6.34,23.24,2020-09-30,1,14.5913,1.00%,1.00%,99,1.00%,99,
007910,大成有色金属期货ETF联接A,DCYSJSQHETFLJA,2022-04-13,1.3126,1.3126,1.50,-1.05,0.75,6.85,7.56,19.56,54.46,,10.13,31.26,2019-10-30,1,17.7466,1.20%,0.12%,1,0.12%,1,
007115,金元顺安桉盛债券C,JYSAASZQC,2022-04-13,1.1033,1.2430,0.15,-0.76,-1.90,7.28,7.55,8.55,14.94,14.94,6.33,14.94,2019-03-16,1,8.1538,,0.00%,,,,
000049,中银标普全球资源等权重指数,ZYBPQQZYDQZZS,2022-04-12,1.5660,1.5660,0.77,0.26,5.53,2.15,7.48,12.74,74.97,42.62,7.04,56.60,2013-03-19,1,11.8790,1.50%,0.15%,1,0.15%,1,51.89
011905,安信价值启航混合A,AXJZQHHHA,2022-04-13,1.1244,1.1244,0.64,-1.54,7.33,2.34,7.48,,,,4.73,12.44,2021-06-29,1,12.68,1.50%,0.15%,1,0.15%,1,
001583,安信新常态股票A,AXXCTGPA,2022-04-13,1.6014,1.9330,0.65,-1.48,7.17,2.52,7.39,11.34,49.66,44.91,4.74,114.77,2015-08-07,1,10.8431,1.50%,0.15%,1,0.15%,1,99.98
007911,大成有色金属期货ETF联接C,DCYSJSQHETFLJC,2022-04-13,1.2999,1.2999,1.50,-1.06,0.71,6.75,7.35,19.08,53.24,,10,29.99,2019-10-30,1,17.2750,,0.00%,,,,
011906,安信价值启航混合C,AXJZQHHHC,2022-04-13,1.1209,1.1209,0.64,-1.54,7.29,2.24,7.27,,,,4.62,12.09,2021-06-29,1,12.33,,0.00%,,,,
011726,安信新常态股票C,AXXCTGPC,2022-04-13,1.5948,1.5948,0.65,-1.49,7.13,2.41,7.17,10.91,,,4.62,8.30,2021-03-17,1,10.4168,,0.00%,,,,
501046,财通多策略福鑫定开混合,CTDCLFXDKHH,2022-04-13,2.8758,2.8758,-2.61,-4.26,2.95,6.32,7.05,23.31,81.14,155.47,7.59,187.55,2017-10-23,1,23.4170,1.50%,0.15%,1,0.15%,1,
005161,华商上游产业股票,HSSYCYGP,2022-04-13,2.1091,2.1091,-0.85,-1.35,-3.03,-7.72,7.02,39.52,92.56,114.10,-9.51,110.91,2017-12-27,1,40.2320,1.50%,0.15%,1,0.15%,1,
005223,广发中证基建工程ETF联接A,GFZZJJGCETFLJA,2022-04-13,0.8786,0.8786,-2.52,-0.31,2.02,-1.62,6.95,17.44,21.86,-3.79,-0.89,-12.14,2018-02-01,1,18.7467,1.00%,0.10%,1,0.10%,1,
010728,中泰兴诚价值一年持有混合A,ZTXCJZYNCYHHA,2022-04-13,1.2411,1.2411,-0.48,-0.87,6.19,2.25,6.90,20.13,,,3.84,24.11,2021-02-08,1,18.7615,1.50%,0.15%,1,0.15%,1,
162607,景顺长城资源垄断混合,JSCCZYLDHH,2022-04-13,0.5790,3.4070,1.22,-4.93,10.92,3.81,6.85,5.04,40.89,84.12,4.16,795.24,2006-01-26,1,6.6760,1.50%,0.15%,1,0.15%,1,101.10
501029,华宝标普中国A股红利机会指数A,HBBPZGAGHLJHZSA,2022-04-13,1.3683,1.3983,-0.76,-3.70,4.29,-0.50,6.85,17.31,47.72,23.57,0.80,40.64,2017-01-18,1,16.9706,1.00%,0.10%,1,0.10%,1,33.24
005224,广发中证基建工程ETF联接C,GFZZJJGCETFLJC,2022-04-13,0.8735,0.8735,-2.51,-0.31,2,-1.67,6.85,17.22,21.37,-4.28,-0.94,-12.65,2018-02-01,1,18.5014,,0.00%,,,,
519198,万家颐和灵活配置混合,WJYHLHPZHH,2022-04-13,1.5144,2.0144,0.62,-1.05,1.75,8.60,6.80,43.35,90.33,96.04,11.56,114.39,2016-06-23,1,40.2661,1.50%,0.15%,1,0.15%,1,114.78
006809,泰康香港银行指数A,TKXGYHZSA,2022-04-13,0.9292,0.9292,0.05,-1.24,5.39,-0.29,6.79,-0.57,6.17,,8.06,-7.08,2019-04-16,1,0.1506,1.00%,0.10%,1,0.10%,1,
005125,华宝标普中国A股红利机会指数C,HBBPZGAGHLJHZSC,2022-04-13,1.3430,1.3730,-0.77,-3.71,4.25,-0.60,6.64,16.85,46.55,22.10,0.70,27.31,2017-08-28,1,16.5075,,0.00%,,,,
010729,中泰兴诚价值一年持有混合C,ZTXCJZYNCYHHC,2022-04-13,1.2338,1.2338,-0.48,-0.88,6.13,2.12,6.64,19.53,,,3.69,23.38,2021-02-08,1,18.1695,,0.00%,,,,
006810,泰康香港银行指数C,TKXGYHZSC,2022-04-13,0.9182,0.9182,0.04,-1.27,5.33,-0.39,6.57,-0.97,5.32,,7.92,-8.18,2019-04-16,1,-0.2493,,0.00%,,,,
011442,创金合信鑫瑞混合A,CJHXXRHHA,2022-04-13,1.0057,1.0057,-0.37,-1.42,-1.13,-3.04,6.47,,,,-4.13,0.57,2021-04-26,1,0.39,1.20%,0.12%,1,0.12%,1,
000772,景顺长城中国回报灵活配置混合,JSCCZGHBLHPZHH,2022-04-13,2.0690,2.0690,1.12,-4.79,10.82,4.13,6.43,5.62,44.48,72.42,4.39,106.90,2014-11-06,1,7.2449,1.50%,0.15%,1,0.15%,1,62.15
008088,华夏中证全指房地产ETF联接A,HXZZQZFDCETFLJA,2022-04-13,1.0340,1.0340,-1.18,-7.26,10.28,2.48,6.43,10.98,16.99,,5.42,3.40,2019-11-28,1,13.8122,1.20%,0.12%,1,0.12%,1,
501025,鹏华香港银行指数(LOF)A,PHXGYHZSLOFA,2022-04-13,1.0198,1.0698,0.05,-1.25,5.20,-0.13,6.40,-1.22,6.81,-8.33,8.25,6.09,2016-11-10,1,-0.4966,1.20%,0.12%,1,0.12%,1,2.35
010365,鹏华香港银行指数(LOF)C,PHXGYHZSLOFC,2022-04-13,1.1882,1.1882,0.04,-1.25,5.19,-0.16,6.34,-1.32,,,8.21,18.82,2020-10-27,1,-0.5928,,0.00%,,,,
008089,华夏中证全指房地产ETF联接C,HXZZQZFDCETFLJC,2022-04-13,1.0268,1.0268,-1.17,-7.26,10.25,2.40,6.27,10.65,16.31,,5.33,2.68,2019-11-28,1,13.4831,,0.00%,,,,
217002,招商安泰平衡混合,ZSATPHHH,2022-04-13,1.5627,3.7208,1.38,0.07,5.07,4.95,6.26,9.16,54.23,78.39,6.67,588.55,2003-04-28,1,7.8199,1.50%,0.15%,1,0.15%,1,88.75
011443,创金合信鑫瑞混合C,CJHXXRHHC,2022-04-13,1.0027,1.0027,-0.36,-1.43,-1.16,-3.13,6.22,,,,-4.23,0.27,2021-04-26,1,0.09,,0.00%,,,,
004642,南方房地产ETF联接A,NFFDCETFLJA,2022-04-13,0.8819,0.8819,-1.22,-7.67,11.11,2.83,6.15,2.50,6.07,-12.98,5.98,-11.81,2017-08-24,1,5.1982,1.20%,0.12%,1,0.12%,1,
160140,南方道琼斯美国精选A,NFDQSMGJXA,2022-04-12,1.2719,1.2919,0.39,-1.71,5.09,-1.13,6.14,17.52,32.82,16.74,-3.92,29.34,2017-10-26,1,17.0563,1.20%,0.12%,1,0.12%,1,
501059,西部利得国企红利(LOF)A,XBLDGQHLLOFA,2022-04-13,1.9835,1.9835,0.50,-1.65,5,5.61,6.08,20.61,63.90,56.67,7.08,98.35,2018-07-11,1,19.1153,1.20%,0.12%,1,0.12%,1,
165525,信诚中证基建工程指数(LOF)A,XCZZJJGCZSLOFA,2022-04-13,0.8093,0.8173,-2.49,-0.31,1.79,-2.06,6.04,16.11,18.15,-12.60,-1.35,-18.39,2015-08-06,1,17.3447,1.00%,0.10%,1,0.10%,1,-38.69
004643,南方房地产ETF联接C,NFFDCETFLJC,2022-04-13,0.8658,0.8658,-1.22,-7.68,11.07,2.73,5.95,2.10,5.23,-14.02,5.87,-13.42,2017-08-24,1,4.7708,,0.00%,,,,
010989,南方房地产ETF联接E,NFFDCETFLJE,2022-04-13,0.8658,0.8658,-1.23,-7.68,11.07,2.73,5.93,2.09,,,5.87,-3.36,2020-12-18,1,4.7825,,0.00%,,,,
